Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final
67520,13/12/2019,Ribeirão Shopping,Meia Linho,3,78,234
67521,13/12/2019,Shopping Center Interlagos,Mochila Estampa,2,277,554
67521,13/12/2019,Shopping Center Interlagos,Pulseira Listrado,1,79,79
67524,13/12/2019,Shopping Iguatemi Fortaleza,Relógio Xadrez,5,214,1070
67524,13/12/2019,Shopping Iguatemi Fortaleza,Terno Linho,1,750,750
67524,13/12/2019,Shopping Iguatemi Fortaleza,Sapato Linho,2,391,782
67525,13/12/2019,Shopping Morumbi,Sunga Linho,2,149,298
67526,13/12/2019,Iguatemi Campinas,Pulseira,1,70,70
67527,13/12/2019,Shopping Center Interlagos,Bermuda Liso,5,157,785
67527,13/12/2019,Shopping Center Interlagos,Bermuda Liso,3,157,471
67528,13/12/2019,Rio Mar Recife,Camisa Gola V Xadrez,2,107,214
67529,13/12/2019,Norte Shopping,Chinelo,4,60,240
67529,13/12/2019,Norte Shopping,Relógio Listrado,3,218,654
67530,13/12/2019,Ribeirão Shopping,Meia Xadrez,1,41,41
67531,13/12/2019,Shopping União de Osasco,Short Listrado,2,102,204
67531,13/12/2019,Shopping União de Osasco,Meia Xadrez,1,41,41
67532,13/12/2019,Shopping Recife,Cueca Listrado,4,67,268
67532,13/12/2019,Shopping Recife,Sunga Linho,2,149,298
67534,13/12/2019,Iguatemi Campinas,Gorro Listrado,3,97,291
67534,13/12/2019,Iguatemi Campinas,Sunga Listrado,1,114,114
67536,13/12/2019,Shopping Center Leste Aricanduva,Cueca Estampa,4,66,264
67536,13/12/2019,Shopping Center Leste Aricanduva,Camisa,1,100,100
67536,13/12/2019,Shopping Center Leste Aricanduva,Sapato Estampa,3,358,1074
67536,13/12/2019,Shopping Center Leste Aricanduva,Sunga Liso,1,114,114
67537,13/12/2019,Rio Mar Recife,Bermuda Xadrez,4,155,620
67538,13/12/2019,Norte Shopping,Cueca Linho,2,93,186
67539,13/12/2019,Parque Dom Pedro Shopping,Sunga Linho,2,149,298
67540,13/12/2019,Shopping Eldorado,Relógio Linho,2,240,480
67540,13/12/2019,Shopping Eldorado,Camisa Gola V,1,100,100
67541,13/12/2019,Center Shopping Uberlândia,Pulseira Listrado,3,79,237
67541,13/12/2019,Center Shopping Uberlândia,Cueca Liso,2,69,138
67543,13/12/2019,Shopping Morumbi,Short Linho,1,133,133
67544,13/12/2019,Bourbon Shopping SP,Pulseira Estampa,1,87,87
67544,13/12/2019,Bourbon Shopping SP,Mochila Xadrez,5,283,1415
67545,13/12/2019,Rio Mar Recife,Meia Liso,1,38,38
67545,13/12/2019,Rio Mar Recife,Sapato Xadrez,1,368,368
67546,13/12/2019,Shopping Center Leste Aricanduva,Chinelo Linho,2,105,210
67547,13/12/2019,Passei das Águas Shopping,Chinelo,1,60,60
67547,13/12/2019,Passei das Águas Shopping,Calça Estampa,2,177,354
67548,13/12/2019,Parque Dom Pedro Shopping,Camisa Gola V Estampa,3,118,354
67548,13/12/2019,Parque Dom Pedro Shopping,Gorro Xadrez,2,85,170
67548,13/12/2019,Parque Dom Pedro Shopping,Casaco Listrado,1,269,269
67549,13/12/2019,Rio Mar Shopping Fortaleza,Tênis Xadrez,1,259,259
67549,13/12/2019,Rio Mar Shopping Fortaleza,Pulseira Estampa,4,87,348
67550,13/12/2019,Shopping Center Leste Aricanduva,Cueca Liso,1,69,69
67551,13/12/2019,Shopping Vila Velha,Camisa Gola V Xadrez,3,107,321
67551,13/12/2019,Shopping Vila Velha,Tênis Xadrez,2,259,518
67553,13/12/2019,Ribeirão Shopping,Cueca Liso,3,69,207
67553,13/12/2019,Ribeirão Shopping,Camisa Estampa,5,113,565
67553,13/12/2019,Ribeirão Shopping,Meia Linho,2,78,156
67554,13/12/2019,Shopping Iguatemi Fortaleza,Camiseta Listrado,3,197,591
67556,13/12/2019,Shopping Recife,Calça Listrado,2,181,362
67557,13/12/2019,Passei das Águas Shopping,Casaco,1,250,250
67558,13/12/2019,Shopping Center Leste Aricanduva,Camisa Listrado,2,108,216
67560,14/12/2019,Ribeirão Shopping,Mochila Liso,1,276,276
67560,14/12/2019,Ribeirão Shopping,Bermuda,1,150,150
67562,14/12/2019,Shopping Vila Velha,Cinto Linho,3,248,744
67563,14/12/2019,Shopping Vila Velha,Camisa Gola V Listrado,2,116,232
67564,14/12/2019,Shopping Midway Mall,Terno Linho,5,750,3750
67566,14/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Liso,3,118,354
67567,14/12/2019,Novo Shopping Ribeirão Preto,Short Xadrez,2,100,200
67567,14/12/2019,Novo Shopping Ribeirão Preto,Chinelo Liso,3,71,213
67568,14/12/2019,Shopping Morumbi,Sapato Liso,3,368,1104
67568,14/12/2019,Shopping Morumbi,Pulseira Listrado,5,79,395
67570,14/12/2019,Ribeirão Shopping,Camisa Linho,1,141,141
67570,14/12/2019,Ribeirão Shopping,Pulseira Linho,1,114,114
67571,14/12/2019,Center Shopping Uberlândia,Short Liso,2,108,216
67571,14/12/2019,Center Shopping Uberlândia,Camisa,3,100,300
67572,14/12/2019,Shopping Morumbi,Terno Estampa,2,706,1412
67572,14/12/2019,Shopping Morumbi,Pulseira Linho,3,114,342
67573,14/12/2019,Shopping Midway Mall,Polo Listrado,1,149,149
67574,14/12/2019,Salvador Shopping,Sapato Linho,1,391,391
67578,14/12/2019,Iguatemi Campinas,Mochila Xadrez,2,283,566
67578,14/12/2019,Iguatemi Campinas,Cueca Linho,2,93,186
67579,14/12/2019,Shopping Ibirapuera,Cueca,2,50,100
67579,14/12/2019,Shopping Ibirapuera,Bermuda,2,150,300
67579,14/12/2019,Shopping Ibirapuera,Sapato Linho,1,391,391
67580,14/12/2019,Rio Mar Recife,Tênis Liso,1,266,266
67581,14/12/2019,Iguatemi Esplanada,Casaco Linho,4,299,1196
67581,14/12/2019,Iguatemi Esplanada,Gorro Xadrez,4,85,340
67582,14/12/2019,Ribeirão Shopping,Sapato Linho,2,391,782
67583,14/12/2019,Shopping Midway Mall,Sunga Liso,2,114,228
67584,14/12/2019,Shopping Vila Velha,Casaco,1,250,250
67584,14/12/2019,Shopping Vila Velha,Pulseira,1,70,70
67584,14/12/2019,Shopping Vila Velha,Mochila Estampa,2,277,554
67585,14/12/2019,Shopping Recife,Chinelo Listrado,3,73,219
67586,14/12/2019,Center Shopping Uberlândia,Pulseira Liso,1,87,87
67586,14/12/2019,Center Shopping Uberlândia,Relógio Liso,4,216,864
67586,14/12/2019,Center Shopping Uberlândia,Camiseta Xadrez,2,200,400
67588,14/12/2019,Shopping Midway Mall,Chinelo,2,60,120
67588,14/12/2019,Shopping Midway Mall,Short Listrado,3,102,306
67588,14/12/2019,Shopping Midway Mall,Terno Estampa,3,706,2118
67589,14/12/2019,Shopping Center Interlagos,Gorro Xadrez,2,85,170
67589,14/12/2019,Shopping Center Interlagos,Camisa Liso,5,105,525
67589,14/12/2019,Shopping Center Interlagos,Mochila Estampa,2,277,554
67590,14/12/2019,Rio Mar Recife,Polo Liso,1,137,137
67591,14/12/2019,Shopping Morumbi,Camisa Listrado,4,108,432
67593,14/12/2019,Shopping Center Interlagos,Sapato Liso,2,368,736
67593,14/12/2019,Shopping Center Interlagos,Polo Estampa,5,138,690
67594,14/12/2019,Iguatemi Campinas,Mochila Linho,3,311,933
67595,14/12/2019,Passei das Águas Shopping,Terno Listrado,1,709,709
67595,14/12/2019,Passei das Águas Shopping,Pulseira Linho,2,114,228
67596,14/12/2019,Shopping Midway Mall,Camiseta Xadrez,1,200,200
67597,14/12/2019,Passei das Águas Shopping,Mochila Liso,2,276,552
67598,14/12/2019,Rio Mar Recife,Short Liso,5,108,540
67600,14/12/2019,Parque Dom Pedro Shopping,Chinelo Listrado,3,73,219
67605,14/12/2019,Shopping Center Leste Aricanduva,Mochila Linho,3,311,933
67605,14/12/2019,Shopping Center Leste Aricanduva,Cueca Listrado,2,67,134
67607,14/12/2019,Shopping SP Market,Polo,5,130,650
67611,14/12/2019,Palladium Shopping Curitiba,Camisa Listrado,4,108,432
67613,14/12/2019,Novo Shopping Ribeirão Preto,Camiseta Xadrez,4,200,800
67613,14/12/2019,Novo Shopping Ribeirão Preto,Camiseta Linho,1,223,223
67614,14/12/2019,Bourbon Shopping SP,Camisa Liso,5,105,525
67617,14/12/2019,Shopping Barra,Cinto Estampa,4,209,836
67617,14/12/2019,Shopping Barra,Short Linho,2,133,266
67618,14/12/2019,Shopping Vila Velha,Relógio Liso,1,216,216
67618,14/12/2019,Shopping Vila Velha,Camiseta Xadrez,1,200,200
67619,14/12/2019,Rio Mar Shopping Fortaleza,Tênis Estampa,1,256,256
67621,14/12/2019,Shopping Ibirapuera,Tênis Linho,1,294,294
67621,14/12/2019,Shopping Ibirapuera,Cinto Liso,1,209,209
67622,14/12/2019,Iguatemi Campinas,Sapato Xadrez,1,368,368
67623,14/12/2019,Shopping Iguatemi Fortaleza,Calça Liso,5,190,950
67623,14/12/2019,Shopping Iguatemi Fortaleza,Tênis Xadrez,1,259,259
67624,14/12/2019,Iguatemi Esplanada,Gorro Linho,1,124,124
67625,14/12/2019,Rio Mar Shopping Fortaleza,Calça Listrado,1,181,181
67625,14/12/2019,Rio Mar Shopping Fortaleza,Gorro Xadrez,3,85,255
67625,14/12/2019,Rio Mar Shopping Fortaleza,Tênis,2,250,500
67627,14/12/2019,Norte Shopping,Cinto Liso,1,209,209
67627,14/12/2019,Norte Shopping,Tênis,1,250,250
67628,14/12/2019,Parque Dom Pedro Shopping,Cueca Estampa,1,66,66
67628,14/12/2019,Parque Dom Pedro Shopping,Meia,2,30,60
67628,14/12/2019,Parque Dom Pedro Shopping,Bermuda Liso,2,157,314
67629,14/12/2019,Shopping União de Osasco,Camisa Liso,1,105,105
67631,14/12/2019,Shopping Center Leste Aricanduva,Polo,3,130,390
67631,14/12/2019,Shopping Center Leste Aricanduva,Sapato Xadrez,3,368,1104
67631,14/12/2019,Shopping Center Leste Aricanduva,Mochila Estampa,2,277,554
67631,14/12/2019,Shopping Center Leste Aricanduva,Chinelo Linho,1,105,105
67632,14/12/2019,Shopping Center Leste Aricanduva,Chinelo Xadrez,2,66,132
67633,14/12/2019,Ribeirão Shopping,Camiseta Estampa,1,196,196
67634,14/12/2019,Rio Mar Shopping Fortaleza,Camisa Listrado,1,108,108
67634,14/12/2019,Rio Mar Shopping Fortaleza,Mochila Estampa,1,277,277
67637,14/12/2019,Ribeirão Shopping,Relógio,1,200,200
67637,14/12/2019,Ribeirão Shopping,Cinto,4,200,800
67638,14/12/2019,Shopping Center Interlagos,Camisa Gola V Xadrez,1,107,107
67640,14/12/2019,Shopping União de Osasco,Sapato,1,350,350
67640,14/12/2019,Shopping União de Osasco,Relógio Linho,1,240,240
67640,14/12/2019,Shopping União de Osasco,Sapato Linho,1,391,391
67640,14/12/2019,Shopping União de Osasco,Polo Linho,1,176,176
67640,14/12/2019,Shopping União de Osasco,Camiseta Listrado,2,197,394
67642,14/12/2019,Shopping União de Osasco,Meia Listrado,5,37,185
67643,14/12/2019,Shopping Barra,Casaco Estampa,1,256,256
67645,14/12/2019,Parque Dom Pedro Shopping,Pulseira Liso,1,87,87
67646,14/12/2019,Shopping Midway Mall,Polo Xadrez,1,142,142
67646,14/12/2019,Shopping Midway Mall,Sapato Linho,1,391,391
67646,14/12/2019,Shopping Midway Mall,Chinelo Estampa,1,74,74
67647,14/12/2019,Center Shopping Uberlândia,Sunga Xadrez,5,116,580
67647,14/12/2019,Center Shopping Uberlândia,Calça Linho,1,211,211
67648,14/12/2019,Ribeirão Shopping,Cinto Listrado,2,214,428
67650,14/12/2019,Novo Shopping Ribeirão Preto,Chinelo Estampa,2,74,148
67651,14/12/2019,Center Shopping Uberlândia,Relógio Liso,1,216,216
67651,14/12/2019,Center Shopping Uberlândia,Chinelo Xadrez,1,66,66
67653,14/12/2019,Shopping Ibirapuera,Camiseta,1,180,180
67653,14/12/2019,Shopping Ibirapuera,Terno Linho,1,750,750
67653,14/12/2019,Shopping Ibirapuera,Meia Listrado,1,37,37
67654,14/12/2019,Shopping Ibirapuera,Tênis,3,250,750
67655,14/12/2019,Shopping Midway Mall,Tênis Listrado,1,262,262
67657,14/12/2019,Shopping Center Leste Aricanduva,Camiseta,1,180,180
67658,14/12/2019,Shopping Barra,Mochila,2,270,540
67658,14/12/2019,Shopping Barra,Camiseta Liso,1,187,187
67660,14/12/2019,Shopping Vila Velha,Bermuda Liso,1,157,157
67661,14/12/2019,Shopping Recife,Mochila Listrado,4,275,1100
67662,14/12/2019,Shopping Recife,Terno Xadrez,1,709,709
67662,14/12/2019,Shopping Recife,Cinto Liso,2,209,418
67664,14/12/2019,Shopping SP Market,Camisa Linho,2,141,282
67664,14/12/2019,Shopping SP Market,Camiseta,2,180,360
67665,14/12/2019,Ribeirão Shopping,Meia,5,30,150
67666,14/12/2019,Passei das Águas Shopping,Sunga Linho,1,149,149
67666,14/12/2019,Passei das Águas Shopping,Tênis Estampa,1,256,256
67667,14/12/2019,Center Shopping Uberlândia,Camiseta Xadrez,5,200,1000
67667,14/12/2019,Center Shopping Uberlândia,Mochila Listrado,1,275,275
67668,14/12/2019,Shopping Vila Velha,Casaco,1,250,250
67668,14/12/2019,Shopping Vila Velha,Cueca,2,50,100
67669,14/12/2019,Shopping Recife,Polo Liso,5,137,685
67669,14/12/2019,Shopping Recife,Sunga Xadrez,5,116,580
67670,14/12/2019,Shopping Vila Velha,Calça Liso,4,190,760
67670,14/12/2019,Shopping Vila Velha,Polo Linho,4,176,704
67670,14/12/2019,Shopping Vila Velha,Chinelo Estampa,1,74,74
67670,14/12/2019,Shopping Vila Velha,Pulseira Listrado,1,79,79
67671,14/12/2019,Shopping Center Interlagos,Chinelo Linho,1,105,105
67673,14/12/2019,Palladium Shopping Curitiba,Terno Linho,2,750,1500
67677,14/12/2019,Iguatemi Esplanada,Meia Listrado,4,37,148
67677,14/12/2019,Iguatemi Esplanada,Chinelo Xadrez,4,66,264
67677,14/12/2019,Iguatemi Esplanada,Casaco Estampa,3,256,768
67678,14/12/2019,Shopping Morumbi,Chinelo Listrado,1,73,73
67679,14/12/2019,Shopping Midway Mall,Relógio,2,200,400
67679,14/12/2019,Shopping Midway Mall,Polo Xadrez,1,142,142
67679,14/12/2019,Shopping Midway Mall,Relógio Xadrez,3,214,642
67679,14/12/2019,Shopping Midway Mall,Sapato Listrado,5,363,1815
67680,14/12/2019,Passei das Águas Shopping,Camiseta Linho,2,223,446
67682,14/12/2019,Shopping Morumbi,Meia Linho,3,78,234
67682,14/12/2019,Shopping Morumbi,Calça Linho,1,211,211
67684,14/12/2019,Center Shopping Uberlândia,Chinelo Listrado,1,73,73
67684,14/12/2019,Center Shopping Uberlândia,Camisa Linho,3,141,423
67687,14/12/2019,Parque Dom Pedro Shopping,Cueca,2,50,100
67687,14/12/2019,Parque Dom Pedro Shopping,Mochila Liso,1,276,276
67687,14/12/2019,Parque Dom Pedro Shopping,Gorro Listrado,2,97,194
67688,14/12/2019,Rio Mar Shopping Fortaleza,Meia,5,30,150
67688,14/12/2019,Rio Mar Shopping Fortaleza,Mochila,5,270,1350
67690,14/12/2019,Palladium Shopping Curitiba,Cueca Xadrez,4,60,240
67692,14/12/2019,Shopping Center Interlagos,Camisa Estampa,1,113,113
67693,14/12/2019,Bourbon Shopping SP,Gorro Listrado,1,97,97
67693,14/12/2019,Bourbon Shopping SP,Camiseta Liso,2,187,374
67694,14/12/2019,Bourbon Shopping SP,Casaco,1,250,250
67694,14/12/2019,Bourbon Shopping SP,Casaco Liso,2,255,510
67695,14/12/2019,Shopping Eldorado,Sapato Listrado,2,363,726
67696,14/12/2019,Ribeirão Shopping,Relógio Liso,1,216,216
67697,14/12/2019,Shopping Vila Velha,Chinelo Listrado,1,73,73
67700,14/12/2019,Shopping SP Market,Casaco Listrado,3,269,807
67702,14/12/2019,Rio Mar Shopping Fortaleza,Meia Liso,1,38,38
67704,14/12/2019,Shopping Vila Velha,Cinto,1,200,200
67704,14/12/2019,Shopping Vila Velha,Terno Liso,2,720,1440
67705,14/12/2019,Shopping Eldorado,Camisa Gola V Liso,2,118,236
67707,14/12/2019,Norte Shopping,Pulseira Listrado,1,79,79
67707,14/12/2019,Norte Shopping,Camisa Gola V Estampa,3,118,354
67707,14/12/2019,Norte Shopping,Sunga Linho,2,149,298
67708,14/12/2019,Shopping Recife,Calça Liso,2,190,380
67708,14/12/2019,Shopping Recife,Sunga Estampa,1,120,120
67708,14/12/2019,Shopping Recife,Calça,1,170,170
67709,14/12/2019,Shopping Center Leste Aricanduva,Terno Linho,3,750,2250
67710,14/12/2019,Shopping Vila Velha,Calça Estampa,3,177,531
67710,14/12/2019,Shopping Vila Velha,Relógio Linho,1,240,240
67710,14/12/2019,Shopping Vila Velha,Polo Estampa,1,138,138
67710,14/12/2019,Shopping Vila Velha,Casaco,1,250,250
67711,14/12/2019,Salvador Shopping,Relógio,2,200,400
67713,14/12/2019,Shopping Vila Velha,Calça Estampa,1,177,177
67715,14/12/2019,Shopping Recife,Camiseta Xadrez,1,200,200
67715,14/12/2019,Shopping Recife,Chinelo Xadrez,3,66,198
67716,14/12/2019,Norte Shopping,Mochila Estampa,1,277,277
67717,14/12/2019,Shopping Vila Velha,Pulseira Listrado,1,79,79
67718,14/12/2019,Shopping União de Osasco,Cinto Listrado,2,214,428
67719,14/12/2019,Shopping Iguatemi Fortaleza,Terno Linho,1,750,750
67720,14/12/2019,Rio Mar Shopping Fortaleza,Relógio,2,200,400
67723,14/12/2019,Shopping SP Market,Calça Liso,4,190,760
67723,14/12/2019,Shopping SP Market,Relógio Xadrez,1,214,214
67723,14/12/2019,Shopping SP Market,Relógio Linho,3,240,720
67724,14/12/2019,Iguatemi Campinas,Camiseta Xadrez,2,200,400
67724,14/12/2019,Iguatemi Campinas,Sunga Estampa,2,120,240
67724,14/12/2019,Iguatemi Campinas,Relógio Listrado,1,218,218
67726,14/12/2019,Shopping Vila Velha,Polo,2,130,260
67727,14/12/2019,Shopping Center Interlagos,Bermuda Liso,2,157,314
67728,14/12/2019,Shopping Center Interlagos,Bermuda Liso,1,157,157
67729,14/12/2019,Shopping Barra,Camiseta Xadrez,1,200,200
67729,14/12/2019,Shopping Barra,Cueca Xadrez,5,60,300
67730,14/12/2019,Shopping Barra,Short Liso,1,108,108
67731,14/12/2019,Norte Shopping,Relógio,2,200,400
67732,14/12/2019,Novo Shopping Ribeirão Preto,Bermuda,1,150,150
67732,14/12/2019,Novo Shopping Ribeirão Preto,Sapato Xadrez,2,368,736
67733,14/12/2019,Bourbon Shopping SP,Camisa Linho,2,141,282
67733,14/12/2019,Bourbon Shopping SP,Camisa Linho,1,141,141
67734,14/12/2019,Shopping Midway Mall,Gorro Xadrez,1,85,85
67734,14/12/2019,Shopping Midway Mall,Mochila Estampa,2,277,554
67734,14/12/2019,Shopping Midway Mall,Polo,1,130,130
67734,14/12/2019,Shopping Midway Mall,Cinto Liso,2,209,418
67735,14/12/2019,Shopping Iguatemi Fortaleza,Polo,3,130,390
67735,14/12/2019,Shopping Iguatemi Fortaleza,Polo Xadrez,2,142,284
67736,14/12/2019,Rio Mar Shopping Fortaleza,Terno Listrado,2,709,1418
67739,14/12/2019,Shopping Iguatemi Fortaleza,Camisa Liso,2,105,210
67739,14/12/2019,Shopping Iguatemi Fortaleza,Mochila Liso,1,276,276
67739,14/12/2019,Shopping Iguatemi Fortaleza,Camiseta,1,180,180
67740,14/12/2019,Passei das Águas Shopping,Gorro Xadrez,2,85,170
67743,14/12/2019,Bourbon Shopping SP,Meia Estampa,4,50,200
67744,14/12/2019,Shopping Iguatemi Fortaleza,Gorro Xadrez,1,85,85
67746,14/12/2019,Parque Dom Pedro Shopping,Cueca Linho,2,93,186
67746,14/12/2019,Parque Dom Pedro Shopping,Calça Linho,1,211,211
67746,14/12/2019,Parque Dom Pedro Shopping,Tênis Linho,1,294,294
67747,14/12/2019,Shopping Center Interlagos,Camiseta Estampa,3,196,588
67748,14/12/2019,Shopping Vila Velha,Relógio Listrado,2,218,436
67748,14/12/2019,Shopping Vila Velha,Pulseira Estampa,1,87,87
67748,14/12/2019,Shopping Vila Velha,Cinto Xadrez,2,215,430
67748,14/12/2019,Shopping Vila Velha,Calça Listrado,3,181,543
67748,14/12/2019,Shopping Vila Velha,Cueca Linho,4,93,372
67749,14/12/2019,Shopping Eldorado,Chinelo Linho,2,105,210
67749,14/12/2019,Shopping Eldorado,Bermuda Listrado,2,163,326
67749,14/12/2019,Shopping Eldorado,Short Listrado,1,102,102
67750,14/12/2019,Shopping Iguatemi Fortaleza,Cinto Liso,2,209,418
67750,14/12/2019,Shopping Iguatemi Fortaleza,Camisa Gola V Listrado,2,116,232
67750,14/12/2019,Shopping Iguatemi Fortaleza,Camisa Liso,1,105,105
67751,14/12/2019,Shopping Recife,Sapato Xadrez,2,368,736
67751,14/12/2019,Shopping Recife,Mochila Liso,4,276,1104
67751,14/12/2019,Shopping Recife,Bermuda Liso,1,157,157
67751,14/12/2019,Shopping Recife,Tênis Xadrez,1,259,259
67752,14/12/2019,Shopping Center Interlagos,Cueca Liso,2,69,138
67752,14/12/2019,Shopping Center Interlagos,Short Linho,2,133,266
67752,14/12/2019,Shopping Center Interlagos,Bermuda Xadrez,3,155,465
67752,14/12/2019,Shopping Center Interlagos,Calça Linho,1,211,211
67752,14/12/2019,Shopping Center Interlagos,Terno Estampa,1,706,706
67753,14/12/2019,Shopping Center Interlagos,Camiseta Listrado,2,197,394
67753,14/12/2019,Shopping Center Interlagos,Sapato Linho,5,391,1955
67754,14/12/2019,Shopping Ibirapuera,Relógio Xadrez,3,214,642
67755,14/12/2019,Salvador Shopping,Polo Xadrez,2,142,284
67756,14/12/2019,Shopping Recife,Bermuda Liso,1,157,157
67756,14/12/2019,Shopping Recife,Terno Listrado,1,709,709
67757,14/12/2019,Palladium Shopping Curitiba,Camisa Gola V Estampa,1,118,118
67757,14/12/2019,Palladium Shopping Curitiba,Short Estampa,1,96,96
67757,14/12/2019,Palladium Shopping Curitiba,Bermuda Estampa,1,169,169
67758,14/12/2019,Shopping Morumbi,Meia Linho,3,78,234
67759,14/12/2019,Shopping Vila Velha,Chinelo Listrado,2,73,146
67760,14/12/2019,Bourbon Shopping SP,Gorro Listrado,2,97,194
67760,14/12/2019,Bourbon Shopping SP,Sunga Liso,3,114,342
67762,14/12/2019,Shopping Barra,Sunga Xadrez,2,116,232
67763,14/12/2019,Ribeirão Shopping,Chinelo Listrado,3,73,219
67764,14/12/2019,Salvador Shopping,Meia Xadrez,2,41,82
67765,14/12/2019,Shopping União de Osasco,Mochila Xadrez,1,283,283
67765,14/12/2019,Shopping União de Osasco,Camisa Gola V Xadrez,1,107,107
67766,14/12/2019,Shopping Center Interlagos,Mochila Listrado,3,275,825
67766,14/12/2019,Shopping Center Interlagos,Camisa Gola V Linho,1,145,145
67766,14/12/2019,Shopping Center Interlagos,Terno Linho,3,750,2250
67767,14/12/2019,Salvador Shopping,Chinelo Xadrez,5,66,330
67770,14/12/2019,Bourbon Shopping SP,Meia Estampa,2,50,100
67770,14/12/2019,Bourbon Shopping SP,Bermuda Linho,1,195,195
67770,14/12/2019,Bourbon Shopping SP,Meia Estampa,1,50,50
67771,14/12/2019,Iguatemi Campinas,Meia Linho,2,78,156
67771,14/12/2019,Iguatemi Campinas,Meia Linho,1,78,78
67772,14/12/2019,Shopping Midway Mall,Sunga Listrado,4,114,456
67772,14/12/2019,Shopping Midway Mall,Meia Xadrez,1,41,41
67774,14/12/2019,Palladium Shopping Curitiba,Sunga Listrado,2,114,228
67774,14/12/2019,Palladium Shopping Curitiba,Camisa Gola V Linho,3,145,435
67775,14/12/2019,Ribeirão Shopping,Polo Estampa,3,138,414
67775,14/12/2019,Ribeirão Shopping,Chinelo Liso,2,71,142
67776,14/12/2019,Bourbon Shopping SP,Terno Xadrez,3,709,2127
67777,14/12/2019,Ribeirão Shopping,Polo Listrado,5,149,745
67777,14/12/2019,Ribeirão Shopping,Mochila Liso,1,276,276
67779,14/12/2019,Salvador Shopping,Camisa Liso,1,105,105
67779,14/12/2019,Salvador Shopping,Camiseta,3,180,540
67780,14/12/2019,Palladium Shopping Curitiba,Chinelo Linho,1,105,105
67780,14/12/2019,Palladium Shopping Curitiba,Chinelo Linho,1,105,105
67780,14/12/2019,Palladium Shopping Curitiba,Gorro,2,80,160
67784,15/12/2019,Shopping Recife,Camisa Gola V Xadrez,1,107,107
67785,15/12/2019,Salvador Shopping,Cinto Liso,2,209,418
67787,15/12/2019,Rio Mar Recife,Calça,2,170,340
67787,15/12/2019,Rio Mar Recife,Mochila Linho,1,311,311
67788,15/12/2019,Rio Mar Shopping Fortaleza,Casaco Listrado,1,269,269
67788,15/12/2019,Rio Mar Shopping Fortaleza,Sapato Estampa,2,358,716
67789,15/12/2019,Shopping Midway Mall,Pulseira,1,70,70
67789,15/12/2019,Shopping Midway Mall,Polo Linho,5,176,880
67790,15/12/2019,Shopping Vila Velha,Mochila Xadrez,2,283,566
67790,15/12/2019,Shopping Vila Velha,Sapato Estampa,3,358,1074
67791,15/12/2019,Iguatemi Esplanada,Pulseira Estampa,1,87,87
67792,15/12/2019,Shopping União de Osasco,Polo Estampa,1,138,138
67792,15/12/2019,Shopping União de Osasco,Pulseira,2,70,140
67792,15/12/2019,Shopping União de Osasco,Polo Liso,2,137,274
67794,15/12/2019,Shopping Recife,Cinto Estampa,1,209,209
67794,15/12/2019,Shopping Recife,Terno Estampa,2,706,1412
67794,15/12/2019,Shopping Recife,Cinto Estampa,3,209,627
67795,15/12/2019,Shopping Morumbi,Bermuda Estampa,1,169,169
67796,15/12/2019,Novo Shopping Ribeirão Preto,Polo Xadrez,2,142,284
67796,15/12/2019,Novo Shopping Ribeirão Preto,Camisa Gola V Listrado,4,116,464
67797,15/12/2019,Norte Shopping,Pulseira Linho,2,114,228
67799,15/12/2019,Shopping SP Market,Bermuda Linho,2,195,390
67799,15/12/2019,Shopping SP Market,Cueca Xadrez,3,60,180
67800,15/12/2019,Bourbon Shopping SP,Tênis Xadrez,4,259,1036
67800,15/12/2019,Bourbon Shopping SP,Tênis Estampa,3,256,768
67801,15/12/2019,Novo Shopping Ribeirão Preto,Cueca Estampa,2,66,132
67801,15/12/2019,Novo Shopping Ribeirão Preto,Camisa Gola V Estampa,1,118,118
67802,15/12/2019,Shopping Ibirapuera,Meia Xadrez,5,41,205
67804,15/12/2019,Shopping Ibirapuera,Bermuda Xadrez,1,155,155
67804,15/12/2019,Shopping Ibirapuera,Relógio Linho,1,240,240
67804,15/12/2019,Shopping Ibirapuera,Bermuda Linho,1,195,195
67805,15/12/2019,Shopping União de Osasco,Calça Liso,2,190,380
67805,15/12/2019,Shopping União de Osasco,Calça Liso,2,190,380
67806,15/12/2019,Parque Dom Pedro Shopping,Mochila Listrado,1,275,275
67807,15/12/2019,Center Shopping Uberlândia,Cinto Xadrez,4,215,860
67808,15/12/2019,Shopping Ibirapuera,Cinto Liso,1,209,209
67809,15/12/2019,Passei das Águas Shopping,Short Estampa,1,96,96
67811,15/12/2019,Center Shopping Uberlândia,Meia Estampa,2,50,100
67813,15/12/2019,Novo Shopping Ribeirão Preto,Camiseta,1,180,180
67813,15/12/2019,Novo Shopping Ribeirão Preto,Tênis,3,250,750
67814,15/12/2019,Shopping Midway Mall,Camisa Liso,3,105,315
67814,15/12/2019,Shopping Midway Mall,Polo Liso,1,137,137
67814,15/12/2019,Shopping Midway Mall,Camiseta Listrado,2,197,394
67815,15/12/2019,Shopping Ibirapuera,Sunga Listrado,2,114,228
67816,15/12/2019,Center Shopping Uberlândia,Short Linho,1,133,133
67816,15/12/2019,Center Shopping Uberlândia,Calça Listrado,1,181,181
